file	line	candidate	status	cover
apple-domains	350	.applestore.cm	E: current ownership/use unverified; not added	
apple-domains	351	.applestore.cn	E: current ownership/use unverified; not added	
apple-domains	352	.applestore.co.hu	E: current ownership/use unverified; not added	
apple-domains	353	.applestore.co.jp	E: current ownership/use unverified; not added	
apple-domains	354	.applestore.co.ug	E: current ownership/use unverified; not added	
apple-domains	355	.applestore.co.uk	E: current ownership/use unverified; not added	
apple-domains	356	.applestore.com	E: current ownership/use unverified; not added	
apple-domains	357	.applestore.com.au	E: current ownership/use unverified; not added	
apple-domains	358	.applestore.com.bn	E: current ownership/use unverified; not added	
apple-domains	359	.applestore.com.cn	E: current ownership/use unverified; not added	
apple-domains	360	.applestore.com.ee	E: current ownership/use unverified; not added	
apple-domains	361	.applestore.com.eg	E: current ownership/use unverified; not added	
apple-domains	362	.applestore.com.gr	E: current ownership/use unverified; not added	
apple-domains	363	.applestore.com.hk	E: current ownership/use unverified; not added	
apple-domains	364	.applestore.com.hr	E: current ownership/use unverified; not added	
apple-domains	365	.applestore.com.jo	E: current ownership/use unverified; not added	
apple-domains	366	.applestore.com.my	E: current ownership/use unverified; not added	
apple-domains	367	.applestore.com.ph	E: current ownership/use unverified; not added	
apple-domains	368	.applestore.com.pl	E: current ownership/use unverified; not added	
apple-domains	369	.applestore.com.pt	E: current ownership/use unverified; not added	
apple-domains	370	.applestore.com.ro	E: current ownership/use unverified; not added	
apple-domains	371	.applestore.com.ru	E: current ownership/use unverified; not added	
apple-domains	372	.applestore.com.sn	E: current ownership/use unverified; not added	
apple-domains	373	.applestore.com.tw	E: current ownership/use unverified; not added	
apple-domains	374	.applestore.de	E: current ownership/use unverified; not added	
apple-domains	375	.applestore.hk	E: current ownership/use unverified; not added	
apple-domains	376	.applestore.kr	E: current ownership/use unverified; not added	
apple-domains	377	.applestore.me	E: current ownership/use unverified; not added	
apple-domains	378	.applestore.net	E: current ownership/use unverified; not added	
apple-domains	379	.applestore.net.gr	E: current ownership/use unverified; not added	
apple-domains	380	.applestore.ph	E: current ownership/use unverified; not added	
apple-domains	381	.applestore.qa	E: current ownership/use unverified; not added	
apple-domains	382	.applestore.sg	E: current ownership/use unverified; not added	
apple-domains	383	.applestore.wang	E: current ownership/use unverified; not added	
apple-domains	384	.applestoreonline.com	E: current ownership/use unverified; not added	
apple-domains	385	.applestorepro.eu	E: current ownership/use unverified; not added	
apple-domains	386	.applesurveys.com	E: current ownership/use unverified; not added	
apple-domains	387	.appleswift.com	E: current ownership/use unverified; not added	
apple-domains	388	.appletaiwan.com	E: current ownership/use unverified; not added	
apple-domains	389	.appletips.net	E: current ownership/use unverified; not added	
apple-domains	390	.appletv.com	A: covered	DOMAIN-SUFFIX,appletv.com,DIRECT
apple-domains	391	.appletv.fr	E: current ownership/use unverified; not added	
apple-domains	392	.appletv.wang	E: current ownership/use unverified; not added	
apple-domains	393	.appletv4.cn	E: current ownership/use unverified; not added	
apple-domains	394	.appletv4.com.cn	E: current ownership/use unverified; not added	
apple-domains	395	.appletvapp.apple	A: covered	DOMAIN-SUFFIX,apple,DIRECT
apple-domains	396	.applewallet.com	E: current ownership/use unverified; not added	
apple-domains	397	.applewallet.tv	E: current ownership/use unverified; not added	
apple-domains	398	.applewatch.hk	E: current ownership/use unverified; not added	
apple-domains	399	.applewatch.tv	E: current ownership/use unverified; not added	
apple-domains	400	.applewatch.tw	E: current ownership/use unverified; not added	
apple-domains	401	.applewatch.wang	E: current ownership/use unverified; not added	
apple-domains	402	.applewatchedition.com	E: current ownership/use unverified; not added	
apple-domains	403	.applewatchseries3.net	E: current ownership/use unverified; not added	
apple-domains	404	.applewatchsport.com	E: current ownership/use unverified; not added	
apple-domains	405	.appleweb.net	E: current ownership/use unverified; not added	
apple-domains	406	.applexpo.net	E: current ownership/use unverified; not added	
apple-domains	407	.applezh.com	E: current ownership/use unverified; not added	
apple-domains	408	.applf.com	E: current ownership/use unverified; not added	
apple-domains	409	.applfe.com	E: current ownership/use unverified; not added	
apple-domains	410	.applle.com	E: current ownership/use unverified; not added	
apple-domains	411	.applw.com	E: current ownership/use unverified; not added	
apple-domains	412	.appmediagroup.com	E: current ownership/use unverified; not added	
apple-domains	413	.appsto.re	A: covered	DOMAIN-SUFFIX,appsto.re,DIRECT
apple-domains	414	.appstore.co.id	E: current ownership/use unverified; not added	
apple-domains	415	.appstore.com	A: covered	DOMAIN-SUFFIX,appstore.com,DIRECT
apple-domains	416	.appstore.hk	E: current ownership/use unverified; not added	
apple-domains	417	.appstore.my	E: current ownership/use unverified; not added	
apple-domains	418	.appstore.ph	E: current ownership/use unverified; not added	
apple-domains	419	.appstoreapple.cn	E: current ownership/use unverified; not added	
apple-domains	420	.appule.com	E: current ownership/use unverified; not added	
apple-domains	421	.appye.com	E: current ownership/use unverified; not added	
apple-domains	422	.apyle.com	E: current ownership/use unverified; not added	
apple-domains	423	.apzones.com	A: covered	DOMAIN-SUFFIX,apzones.com,DIRECT
apple-domains	424	.asto.re	E: current ownership/use unverified; not added	
apple-domains	425	.aucheapbeats.com	E: current ownership/use unverified; not added	
apple-domains	426	.audiobeatsau.com	E: current ownership/use unverified; not added	
apple-domains	427	.audiobeatsbydre.com	E: current ownership/use unverified; not added	
apple-domains	428	.audiomonsterbeatsonline.com	E: current ownership/use unverified; not added	
apple-domains	429	.auricularemonsterbeats.com	E: current ownership/use unverified; not added	
apple-domains	430	.auricularesbeatsbaratosshop.com	E: current ownership/use unverified; not added	
apple-domains	431	.auricularesbeatsmarkt.com	E: current ownership/use unverified; not added	
apple-domains	432	.ausbeatsbydrdre.com	E: current ownership/use unverified; not added	
apple-domains	433	.bag-glasses1.com	E: current ownership/use unverified; not added	
apple-domains	434	.bandgirlz.com	E: current ownership/use unverified; not added	
apple-domains	435	.baxsound.com	E: current ownership/use unverified; not added	
apple-domains	436	.bbestmall.com	E: current ownership/use unverified; not added	
apple-domains	437	.beatbd.com	E: current ownership/use unverified; not added	
apple-domains	438	.beatbydre2013.com	E: current ownership/use unverified; not added	
apple-domains	439	.beatbydreheadphonesonsale.com	E: current ownership/use unverified; not added	
apple-domains	440	.beatbydrekopen.com	E: current ownership/use unverified; not added	
apple-domains	441	.beatbydremonster.com	E: current ownership/use unverified; not added	
apple-domains	442	.beatbydreuk2014.com	E: current ownership/use unverified; not added	
apple-domains	443	.beatdrdres.com	E: current ownership/use unverified; not added	
apple-domains	444	.beatfactoryoutlets.com	E: current ownership/use unverified; not added	
apple-domains	445	.beatmonstersaustralia.net	E: current ownership/use unverified; not added	
apple-domains	446	.beats-by-dre-australia.com	E: current ownership/use unverified; not added	
apple-domains	447	.beats-bydrdre.net	E: current ownership/use unverified; not added	
apple-domains	448	.beats-bydre-mall.com	E: current ownership/use unverified; not added	
apple-domains	449	.beats-bydrecheapsale.com	E: current ownership/use unverified; not added	
apple-domains	450	.beats-bydreoutletonline.com	E: current ownership/use unverified; not added	
apple-domains	451	.beats-bydreoutletsale.com	E: current ownership/use unverified; not added	
apple-domains	452	.beats-bydreoutletsale.net	E: current ownership/use unverified; not added	
apple-domains	453	.beats-bydreoutletssale.net	E: current ownership/use unverified; not added	
apple-domains	454	.beats-bydrestore.com	E: current ownership/use unverified; not added	
apple-domains	455	.beats-bydreuk.com	E: current ownership/use unverified; not added	
apple-domains	456	.beats-deal.com	E: current ownership/use unverified; not added	
apple-domains	457	.beats-dre-us.com	E: current ownership/use unverified; not added	
apple-domains	458	.beats-headphones-buy-cheap.com	E: current ownership/use unverified; not added	
apple-domains	459	.beats-headphones.us	E: current ownership/use unverified; not added	
apple-domains	460	.beats-sale.com	E: current ownership/use unverified; not added	
apple-domains	461	.beats-seller.com	E: current ownership/use unverified; not added	
apple-domains	462	.beats-soaho.com	E: current ownership/use unverified; not added	
apple-domains	463	.beats1.cc	E: current ownership/use unverified; not added	
apple-domains	464	.beats1.cn	E: current ownership/use unverified; not added	
apple-domains	465	.beats1.com.cn	E: current ownership/use unverified; not added	
apple-domains	466	.beats1.tv	E: current ownership/use unverified; not added	
apple-domains	467	.beats123.com	E: current ownership/use unverified; not added	
apple-domains	468	.beats2.com.cn	E: current ownership/use unverified; not added	
apple-domains	469	.beats4.cn	E: current ownership/use unverified; not added	
apple-domains	470	.beats4.net	E: current ownership/use unverified; not added	
apple-domains	471	.beats4outlets.com	E: current ownership/use unverified; not added	
apple-domains	472	.beats4salecheap.com	E: current ownership/use unverified; not added	
apple-domains	473	.beatsallsale.com	E: current ownership/use unverified; not added	
apple-domains	474	.beatsaudifonos.com	E: current ownership/use unverified; not added	
apple-domains	475	.beatsaudiobydre.com	E: current ownership/use unverified; not added	
apple-domains	476	.beatsaudiobydre.net	E: current ownership/use unverified; not added	
apple-domains	477	.beatsaudios.net	E: current ownership/use unverified; not added	
apple-domains	478	.beatsbeatsmonster.com	E: current ownership/use unverified; not added	
apple-domains	479	.beatsbestdeals.com	E: current ownership/use unverified; not added	
apple-domains	480	.beatsblackfridaydeals.net	E: current ownership/use unverified; not added	
apple-domains	481	.beatsblackfridayretails.com	E: current ownership/use unverified; not added	
apple-domains	482	.beatsboxingdayuksale.com	E: current ownership/use unverified; not added	
apple-domains	483	.beatsbydrdre-headphones.com	E: current ownership/use unverified; not added	
apple-domains	484	.beatsbydrdre-officials5.com	E: current ownership/use unverified; not added	
apple-domains	485	.beatsbydrdre-online.com	E: current ownership/use unverified; not added	
apple-domains	486	.beatsbydrdre-onsale.com	E: current ownership/use unverified; not added	
apple-domains	487	.beatsbydrdre-store.com	E: current ownership/use unverified; not added	
apple-domains	488	.beatsbydrdre-store.us	E: current ownership/use unverified; not added	
apple-domains	489	.beatsbydrdre4sale.com	E: current ownership/use unverified; not added	
apple-domains	490	.beatsbydrdrebiz.com	E: current ownership/use unverified; not added	
apple-domains	491	.beatsbydrdrecustom.com	E: current ownership/use unverified; not added	
apple-domains	492	.beatsbydrdredanmark.com	E: current ownership/use unverified; not added	
apple-domains	493	.beatsbydrdremall.com	E: current ownership/use unverified; not added	
apple-domains	494	.beatsbydrdreoutlet.com	E: current ownership/use unverified; not added	
apple-domains	495	.beatsbydrdres.com	E: current ownership/use unverified; not added	
apple-domains	496	.beatsbydrdresale.net	E: current ownership/use unverified; not added	
apple-domains	497	.beatsbydrdrestore.com	E: current ownership/use unverified; not added	
apple-domains	498	.beatsbydrdreus.com	E: current ownership/use unverified; not added	
apple-domains	499	.beatsbydre-beatsheadphone.com	E: current ownership/use unverified; not added	
apple-domains	500	.beatsbydre-chen.com	E: current ownership/use unverified; not added	
apple-domains	501	.beatsbydre-club.com	E: current ownership/use unverified; not added	
apple-domains	502	.beatsbydre-headphones.com	E: current ownership/use unverified; not added	
apple-domains	503	.beatsbydre-headphonesshop.com	E: current ownership/use unverified; not added	
apple-domains	504	.beatsbydre-mall.com	E: current ownership/use unverified; not added	
apple-domains	505	.beatsbydre-outlet.com	E: current ownership/use unverified; not added	
apple-domains	506	.beatsbydre-outletsale.net	E: current ownership/use unverified; not added	
apple-domains	507	.beatsbydre-outletstore.com	E: current ownership/use unverified; not added	
apple-domains	508	.beatsbydre-sell.com	E: current ownership/use unverified; not added	
apple-domains	509	.beatsbydre-store.com	E: current ownership/use unverified; not added	
apple-domains	510	.beatsbydre-studio.com	E: current ownership/use unverified; not added	
apple-domains	511	.beatsbydre-us.com	E: current ownership/use unverified; not added	
apple-domains	512	.beatsbydre.com	B: official current service; added	DOMAIN-SUFFIX,beatsbydre.com,DIRECT
apple-domains	513	.beatsbydre.com.cn	E: current ownership/use unverified; not added	
apple-domains	514	.beatsbydre.jp	E: current ownership/use unverified; not added	
apple-domains	515	.beatsbydre2081.com	E: current ownership/use unverified; not added	
apple-domains	516	.beatsbydre411.com	E: current ownership/use unverified; not added	
apple-domains	517	.beatsbydre4usales.com	E: current ownership/use unverified; not added	
apple-domains	518	.beatsbydreauofficial.com	E: current ownership/use unverified; not added	
apple-domains	519	.beatsbydreausale.net	E: current ownership/use unverified; not added	
apple-domains	520	.beatsbydreaustralia-sale.com	E: current ownership/use unverified; not added	
apple-domains	521	.beatsbydreaustraliaonline.com	E: current ownership/use unverified; not added	
apple-domains	522	.beatsbydreaustraliaonlines.com	E: current ownership/use unverified; not added	
apple-domains	523	.beatsbydreaustraliasales.com	E: current ownership/use unverified; not added	
apple-domains	524	.beatsbydrebeatsby.com	E: current ownership/use unverified; not added	
apple-domains	525	.beatsbydreblackfriday2013.com	E: current ownership/use unverified; not added	
apple-domains	526	.beatsbydreblackfridaypro.com	E: current ownership/use unverified; not added	
apple-domains	527	.beatsbydreboxingdayca.com	E: current ownership/use unverified; not added	
apple-domains	528	.beatsbydrecasquesfr.com	E: current ownership/use unverified; not added	
apple-domains	529	.beatsbydrecheap-outletstore.com	E: current ownership/use unverified; not added	
apple-domains	530	.beatsbydrecheaper.com	E: current ownership/use unverified; not added	
apple-domains	531	.beatsbydrecheaponlinesales.com	E: current ownership/use unverified; not added	
apple-domains	532	.beatsbydrecolors.com	E: current ownership/use unverified; not added	
apple-domains	533	.beatsbydrecustomwireless.com	E: current ownership/use unverified; not added	
apple-domains	534	.beatsbydrecybermondaydeals2013.com	E: current ownership/use unverified; not added	
apple-domains	535	.beatsbydrecybermondaydeals2013.net	E: current ownership/use unverified; not added	
apple-domains	536	.beatsbydredanmarks.com	E: current ownership/use unverified; not added	
apple-domains	537	.beatsbydredealsblackfriday.com	E: current ownership/use unverified; not added	
apple-domains	538	.beatsbydredealscybermonday.com	E: current ownership/use unverified; not added	
apple-domains	539	.beatsbydrediscount.com	E: current ownership/use unverified; not added	
apple-domains	540	.beatsbydrediscountonline.net	E: current ownership/use unverified; not added	
apple-domains	541	.beatsbydredr.com	E: current ownership/use unverified; not added	
apple-domains	542	.beatsbydreexecutivesale.com	E: current ownership/use unverified; not added	
apple-domains	543	.beatsbydreformall2013-nl.com	E: current ownership/use unverified; not added	
apple-domains	544	.beatsbydreforsalesonline.com	E: current ownership/use unverified; not added	
apple-domains	545	.beatsbydreforshop2013-nl.com	E: current ownership/use unverified; not added	
apple-domains	546	.beatsbydreforstore.com	E: current ownership/use unverified; not added	
apple-domains	547	.beatsbydreforyououtlet.com	E: current ownership/use unverified; not added	
apple-domains	548	.beatsbydrefr.com	E: current ownership/use unverified; not added	
apple-domains	549	.beatsbydrefrcasquepascher.com	E: current ownership/use unverified; not added	
apple-domains	550	.beatsbydrefriday.com	E: current ownership/use unverified; not added	
apple-domains	551	.beatsbydregot.com	E: current ownership/use unverified; not added	
apple-domains	552	.beatsbydrehd.com	E: current ownership/use unverified; not added	
apple-domains	553	.beatsbydrehd.net	E: current ownership/use unverified; not added	
apple-domains	554	.beatsbydreheadphones-nz.com	E: current ownership/use unverified; not added	
apple-domains	555	.beatsbydreheadphonesolo.com	E: current ownership/use unverified; not added	
apple-domains	556	.beatsbydrehut.com	E: current ownership/use unverified; not added	
apple-domains	557	.beatsbydreinexpensive.com	E: current ownership/use unverified; not added	
apple-domains	558	.beatsbydreireland-sales.com	E: current ownership/use unverified; not added	
apple-domains	559	.beatsbydreirelandonlines.com	E: current ownership/use unverified; not added	
apple-domains	560	.beatsbydreirelandsale.com	E: current ownership/use unverified; not added	
apple-domains	561	.beatsbydreirelandsonline.com	E: current ownership/use unverified; not added	
apple-domains	562	.beatsbydremall2013.com	E: current ownership/use unverified; not added	
apple-domains	563	.beatsbydremonsteraustralia.com	E: current ownership/use unverified; not added	
apple-domains	564	.beatsbydrenls.com	E: current ownership/use unverified; not added	
apple-domains	565	.beatsbydrenorge1.net	E: current ownership/use unverified; not added	
apple-domains	566	.beatsbydreofficialdanmark.com	E: current ownership/use unverified; not added	
apple-domains	567	.beatsbydreoksale.com	E: current ownership/use unverified; not added	
apple-domains	568	.beatsbydreol.com	E: current ownership/use unverified; not added	
apple-domains	569	.beatsbydreonlie2013-nl.com	E: current ownership/use unverified; not added	
apple-domains	570	.beatsbydreonlines-ireland.com	E: current ownership/use unverified; not added	
apple-domains	571	.beatsbydreonlines-uk.com	E: current ownership/use unverified; not added	
apple-domains	572	.beatsbydreonlinesale-nz.com	E: current ownership/use unverified; not added	
apple-domains	573	.beatsbydreoordopjes.com	E: current ownership/use unverified; not added	
apple-domains	574	.beatsbydreoslo.com	E: current ownership/use unverified; not added	
apple-domains	575	.beatsbydreoutletsale.com	E: current ownership/use unverified; not added	
apple-domains	576	.beatsbydreoutletscheap.com	E: current ownership/use unverified; not added	
apple-domains	577	.beatsbydrerealstore.com	E: current ownership/use unverified; not added	
apple-domains	578	.beatsbydres-shop.com	E: current ownership/use unverified; not added	
apple-domains	579	.beatsbydresale-uk.com	E: current ownership/use unverified; not added	
apple-domains	580	.beatsbydresalemall2013.com	E: current ownership/use unverified; not added	
apple-domains	581	.beatsbydresaleonlines-nz.com	E: current ownership/use unverified; not added	
apple-domains	582	.beatsbydresales.us	E: current ownership/use unverified; not added	
apple-domains	583	.beatsbydresalesonline-australia.com	E: current ownership/use unverified; not added	
apple-domains	584	.beatsbydresdanmark.net	E: current ownership/use unverified; not added	
apple-domains	585	.beatsbydreshop-uk.com	E: current ownership/use unverified; not added	
apple-domains	586	.beatsbydreshops.net	E: current ownership/use unverified; not added	
apple-domains	587	.beatsbydresingapores.com	E: current ownership/use unverified; not added	
apple-domains	588	.beatsbydresingaporesale.com	E: current ownership/use unverified; not added	
apple-domains	589	.beatsbydresold.com	E: current ownership/use unverified; not added	
apple-domains	590	.beatsbydresolohdonline-canada.com	E: current ownership/use unverified; not added	
apple-domains	591	.beatsbydresonline-nz.com	E: current ownership/use unverified; not added	
apple-domains	592	.beatsbydrespeakers.com	E: current ownership/use unverified; not added	
apple-domains	593	.beatsbydressale.com	E: current ownership/use unverified; not added	
apple-domains	594	.beatsbydressolo.com	E: current ownership/use unverified; not added	
apple-domains	595	.beatsbydresstudio.com	E: current ownership/use unverified; not added	
apple-domains	596	.beatsbydrestorevip.com	E: current ownership/use unverified; not added	
apple-domains	597	.beatsbydrestudio-australia.com	E: current ownership/use unverified; not added	
apple-domains	598	.beatsbydrestudio.com	E: current ownership/use unverified; not added	
apple-domains	599	.beatsbydretoutlet.com	E: current ownership/use unverified; not added	
apple-domains	600	.beatsbydreuk.com	E: current ownership/use unverified; not added	
apple-domains	601	.beatsbydreuk.net	E: current ownership/use unverified; not added	
apple-domains	602	.beatsbydreus.com	E: current ownership/use unverified; not added	
apple-domains	603	.beatsbydrevipde.com	E: current ownership/use unverified; not added	
apple-domains	604	.beatsbydrew.com	E: current ownership/use unverified; not added	
apple-domains	605	.beatsbydrsmonsterinusa.com	E: current ownership/use unverified; not added	
apple-domains	606	.beatsbymusic.net	E: current ownership/use unverified; not added	
apple-domains	607	.beatsbysdrbre.com	E: current ownership/use unverified; not added	
apple-domains	608	.beatsbysdrdres.com	E: current ownership/use unverified; not added	
apple-domains	609	.beatscasque-france.com	E: current ownership/use unverified; not added	
apple-domains	610	.beatscheap-nz.com	E: current ownership/use unverified; not added	
apple-domains	611	.beatscheap-uk.com	E: current ownership/use unverified; not added	
apple-domains	612	.beatscheapforsale.com	E: current ownership/use unverified; not added	
apple-domains	613	.beatscollection2014.com	E: current ownership/use unverified; not added	
apple-domains	614	.beatscustomblackfriday.com	E: current ownership/use unverified; not added	
apple-domains	615	.beatsdanmark2013.com	E: current ownership/use unverified; not added	
apple-domains	616	.beatsdrdre-headphones.com	E: current ownership/use unverified; not added	
apple-domains	617	.beatsdrdre-it.com	E: current ownership/use unverified; not added	
apple-domains	618	.beatsdrdre-solo.com	E: current ownership/use unverified; not added	
apple-domains	619	.beatsdrdre2014.com	E: current ownership/use unverified; not added	
apple-domains	620	.beatsdrdrecuffie.net	E: current ownership/use unverified; not added	
apple-domains	621	.beatsdrdrekaufenschweiz.net	E: current ownership/use unverified; not added	
apple-domains	622	.beatsdrdreneon.com	E: current ownership/use unverified; not added	
apple-domains	623	.beatsdre-monster.com	E: current ownership/use unverified; not added	
apple-domains	624	.beatsdre.net	E: current ownership/use unverified; not added	
apple-domains	625	.beatsdre4cheap.com	E: current ownership/use unverified; not added	
apple-domains	626	.beatsdrecheap.com	E: current ownership/use unverified; not added	
apple-domains	627	.beatsdredreheadphones.com	E: current ownership/use unverified; not added	
apple-domains	628	.beatsdreforsale.com	E: current ownership/use unverified; not added	
apple-domains	629	.beatsdreinau.com	E: current ownership/use unverified; not added	
apple-domains	630	.beatsdremonster-uk.com	E: current ownership/use unverified; not added	
apple-domains	631	.beatsdrenewcolorful4usale.com	E: current ownership/use unverified; not added	
apple-domains	632	.beatsdreoutletsale.com	E: current ownership/use unverified; not added	
apple-domains	633	.beatsdresale2013.com	E: current ownership/use unverified; not added	
apple-domains	634	.beatsdresalestore.com	E: current ownership/use unverified; not added	
apple-domains	635	.beatsdresolo2013.com	E: current ownership/use unverified; not added	
apple-domains	636	.beatsdreus.com	E: current ownership/use unverified; not added	
apple-domains	637	.beatsearbudsheadphoness.com	E: current ownership/use unverified; not added	
apple-domains	638	.beatselectronic.net	E: current ownership/use unverified; not added	
apple-domains	639	.beatselectronics.com	E: current ownership/use unverified; not added	
apple-domains	640	.beatsep.cn	E: current ownership/use unverified; not added	
apple-domains	641	.beatsep.com	E: current ownership/use unverified; not added	
apple-domains	642	.beatsep.net	E: current ownership/use unverified; not added	
apple-domains	643	.beatsfacstore.com	E: current ownership/use unverified; not added	
apple-domains	644	.beatsfactoroutlets.com	E: current ownership/use unverified; not added	
apple-domains	645	.beatsfactorycollection.com	E: current ownership/use unverified; not added	
apple-domains	646	.beatsfactoryoutles.com	E: current ownership/use unverified; not added	
apple-domains	647	.beatsforcheap-usa.com	E: current ownership/use unverified; not added	
apple-domains	648	.beatsforme.com	E: current ownership/use unverified; not added	
apple-domains	649	.beatsfranceofficiel.com	E: current ownership/use unverified; not added	
apple-domains	650	.beatsheadphones-discount.com	E: current ownership/use unverified; not added	
apple-domains	651	.beatsheadphones1.com	E: current ownership/use unverified; not added	
apple-domains	652	.beatsheadphones2u.com	E: current ownership/use unverified; not added	
apple-domains	653	.beatsheadphonesale.com	E: current ownership/use unverified; not added	
apple-domains	654	.beatsheadphonesdealer.com	E: current ownership/use unverified; not added	
apple-domains	655	.beatsheadphonesforcheap.net	E: current ownership/use unverified; not added	
apple-domains	656	.beatsheadphonesonline.com	E: current ownership/use unverified; not added	
apple-domains	657	.beatsheadphoness.com	E: current ownership/use unverified; not added	
apple-domains	658	.beatsheadphonestudio.com	E: current ownership/use unverified; not added	
apple-domains	659	.beatsheadphonesusamall.com	E: current ownership/use unverified; not added	
apple-domains	660	.beatshopuk.com	E: current ownership/use unverified; not added	
apple-domains	661	.beatsincanada.com	E: current ownership/use unverified; not added	
apple-domains	662	.beatsinsingapore.com	E: current ownership/use unverified; not added	
apple-domains	663	.beatsireland.net	E: current ownership/use unverified; not added	
apple-domains	664	.beatsjoy.com	E: current ownership/use unverified; not added	
apple-domains	665	.beatsmonstersales.com	E: current ownership/use unverified; not added	
apple-domains	666	.beatsmusic.com	E: current ownership/use unverified; not added	
apple-domains	667	.beatsmusic.wang	E: current ownership/use unverified; not added	
apple-domains	668	.beatsneon.com	E: current ownership/use unverified; not added	
apple-domains	669	.beatsnzsale.com	E: current ownership/use unverified; not added	
apple-domains	670	.beatsodre.com	E: current ownership/use unverified; not added	
apple-domains	671	.beatsofdre-usa.com	E: current ownership/use unverified; not added	
apple-domains	672	.beatsonblackfriday2013.com	E: current ownership/use unverified; not added	
apple-domains	673	.beatsone.net	E: current ownership/use unverified; not added	
apple-domains	674	.beatsoutlet.net	E: current ownership/use unverified; not added	
apple-domains	675	.beatsoutletanytime.com	E: current ownership/use unverified; not added	
apple-domains	676	.beatsoutletonlines.com	E: current ownership/use unverified; not added	
apple-domains	677	.beatspascher-bydre.com	E: current ownership/use unverified; not added	
apple-domains	678	.beatspascher-fr.net	E: current ownership/use unverified; not added	
apple-domains	679	.beatspascher.net	E: current ownership/use unverified; not added	
apple-domains	680	.beatspaschers.net	E: current ownership/use unverified; not added	
apple-domains	681	.beatspillnewcolor.com	E: current ownership/use unverified; not added	
apple-domains	682	.beatspills.com	E: current ownership/use unverified; not added	
apple-domains	683	.beatspromonsterjp.com	E: current ownership/use unverified; not added	
apple-domains	684	.beatspromotions.com	E: current ownership/use unverified; not added	
apple-domains	685	.beatssales.com	E: current ownership/use unverified; not added	
apple-domains	686	.beatssaleus.com	E: current ownership/use unverified; not added	
apple-domains	687	.beatssaustraliabuy.com	E: current ownership/use unverified; not added	
apple-domains	688	.beatssbyaustralia.com	E: current ownership/use unverified; not added	
apple-domains	689	.beatssbydredanmark.com	E: current ownership/use unverified; not added	
apple-domains	690	.beatsshop-uk.com	E: current ownership/use unverified; not added	
apple-domains	691	.beatsshop-usa.com	E: current ownership/use unverified; not added	
apple-domains	692	.beatsshopstore.com	E: current ownership/use unverified; not added	
apple-domains	693	.beatssingapores.com	E: current ownership/use unverified; not added	
apple-domains	694	.beatssingaporeshop.com	E: current ownership/use unverified; not added	
apple-domains	695	.beatsstudiohodetelefoner.com	E: current ownership/use unverified; not added	
apple-domains	696	.beatsstudiosite.com	E: current ownership/use unverified; not added	
apple-domains	697	.beatstoreusa.com	E: current ownership/use unverified; not added	
apple-domains	698	.beatsua.com	E: current ownership/use unverified; not added	
apple-domains	699	.beatswholesale.us	E: current ownership/use unverified; not added	
apple-domains	700	.beatswirelesscheap.com	E: current ownership/use unverified; not added	
apple-domains	701	.beatswirelesscuffie.com	E: current ownership/use unverified; not added	
apple-domains	702	.beddit.tv	E: current ownership/use unverified; not added	
apple-domains	703	.begin-trade.com	E: current ownership/use unverified; not added	
apple-domains	704	.bestbeats4u.com	E: current ownership/use unverified; not added	
apple-domains	705	.bestiphonestuff.com	E: current ownership/use unverified; not added	
apple-domains	706	.bestshoesale2014.net	E: current ownership/use unverified; not added	
apple-domains	707	.biitii.com	E: current ownership/use unverified; not added	
apple-domains	708	.blackfridaydrebeatsnew.com	E: current ownership/use unverified; not added	
apple-domains	709	.blackfridaydrebeatsshop.com	E: current ownership/use unverified; not added	
apple-domains	710	.bloommicroventures.com	E: current ownership/use unverified; not added	
apple-domains	711	.bookonsky.net	E: current ownership/use unverified; not added	
apple-domains	712	.bossae.com	E: current ownership/use unverified; not added	
apple-domains	713	.braeburncapital.com	E: current ownership/use unverified; not added	
apple-domains	714	.brandeasygo.com	E: current ownership/use unverified; not added	
apple-domains	715	.brandelectronic.com	E: current ownership/use unverified; not added	
apple-domains	716	.brandproducts1688.com	E: current ownership/use unverified; not added	
apple-domains	717	.brands098.com	E: current ownership/use unverified; not added	
apple-domains	718	.burstly.net	E: current ownership/use unverified; not added	
apple-domains	719	.burstlyrewards.com	E: current ownership/use unverified; not added	
apple-domains	720	.businesswebwise.com	E: current ownership/use unverified; not added	
apple-domains	721	.buy-from-shanghai.com	E: current ownership/use unverified; not added	
apple-domains	722	.buyaapl.com	E: current ownership/use unverified; not added	
apple-domains	723	.buyaapl.net	E: current ownership/use unverified; not added	
apple-domains	724	.buyaple.com	E: current ownership/use unverified; not added	
apple-domains	725	.buybeatsbydre-uk.com	E: current ownership/use unverified; not added	
apple-domains	726	.buybeatsheadphonesbydre.com	E: current ownership/use unverified; not added	
apple-domains	727	.buycheapbeatsbus.com	E: current ownership/use unverified; not added	
apple-domains	728	.buycheapbeatsbydre.com	E: current ownership/use unverified; not added	
apple-domains	729	.buycheapbeatsbydreshop.com	E: current ownership/use unverified; not added	
apple-domains	730	.buycheapbeatsdreuk.com	E: current ownership/use unverified; not added	
apple-domains	731	.buydrdrebeatbox.com	E: current ownership/use unverified; not added	
apple-domains	732	.buyminibeatbox.com	E: current ownership/use unverified; not added	
apple-domains	733	.buyonlineheadphones.com	E: current ownership/use unverified; not added	
